metric,Order Month,Furniture,Office Supplies,Technology
Sales,2014-02-01 00:00:00,0.6010756127422456,0.7531247973347133,0.6305381830078596
Sales,2014-03-01 00:00:00,0.6537659856273261,0.697858861929574,0.7531252835336011
Sales,2014-04-01 00:00:00,0.575889848119929,0.7902234205060674,0.7488603427718206
Sales,2014-05-01 00:00:00,0.6454390665664127,0.714673382861073,0.6621491345892592
Sales,2014-06-01 00:00:00,0.580475140727774,0.7562924357488909,0.6462431963940227
Sales,2014-07-01 00:00:00,0.5684585220970577,0.6865434544052571,0.6076236842756726
Sales,2014-08-01 00:00:00,0.7246999247795265,0.7939992814960151,0.6860321260541293
Sales,2014-09-01 00:00:00,0.6426244183555783,0.7724519383124895,0.6086466118449132
Sales,2014-10-01 00:00:00,0.6292719613010673,0.8033463246477612,0.7995391448490718
Sales,2014-11-01 00:00:00,0.6372120534441854,0.7491178165423342,0.7371111538231812
Sales,2014-12-01 00:00:00,0.6198492908595687,0.7436327438088823,0.6219558096338558
